"Host","Parasitoid","Temp","H/P","Sex","individual","body_weight"
"BIR","G",20,"H","F",4,0.135
"BIR","G",20,"H","F",5,0.165
"BIR","G",20,"H","F",6,0.144
"BIR","G",20,"H","F",7,0.151
"BIR","G",20,"H","F",11,
"BIR","G",20,"H","F",12,
"BIR","G",20,"H","F",13,
"BIR","G",20,"H","F",14,
"BIR","G",20,"H","F",15,
"BIR","G",20,"H","F",16,
"BIR","G",20,"H","F",17,
"BIR","G",20,"H","F",18,
"BIR","G",20,"H","F",19,
"BIR","G",20,"H","F",20,
"BIR","L",20,"H","F",1,0.141
"BIR","L",20,"H","F",2,0.156
"BIR","L",20,"H","F",3,0.147
"BIR","L",20,"H","F",4,0.149
"BIR","L",20,"H","F",5,0.064
"BIR","L",20,"H","F",6,0.135
"BIR","L",20,"H","F",7,0.156
"BIR","L",20,"H","F",8,0.161
"BIR","L",20,"H","F",9,0.152
"BIR","L",20,"H","F",10,0.19
"BIR","L",20,"H","F",11,0.167
"BIR","L",20,"H","F",12,0.134
"BIR","L",20,"H","F",13,0.155
"BIR","L",20,"H","F",14,0.145
"BIR","L",20,"H","F",15,0.1
"BIR","L",20,"H","F",16,0.185
"BIR","L",20,"H","F",17,0.144
"BIR","L",20,"H","F",18,0.174
"BIR","L",20,"H","F",19,
"BIR","L",20,"H","F",20,
"BIR","C",20,"H","F",1,0.156
"BIR","C",20,"H","F",2,0.222
"BIR","C",20,"H","F",3,0.183
"BIR","C",20,"H","F",4,0.18
"BIR","C",20,"H","F",5,0.148
"BIR","C",20,"H","F",6,0.168
"BIR","C",20,"H","F",7,0.154
"BIR","C",20,"H","F",8,0.161
"BIR","C",20,"H","F",9,0.177
"BIR","C",20,"H","F",10,0.2
"BIR","C",20,"H","F",11,0.168
"BIR","C",20,"H","F",12,0.151
"BIR","C",20,"H","F",13,0.181
"BIR","C",20,"H","F",14,0.191
"BIR","C",20,"H","F",15,0.19
"BIR","C",20,"H","F",16,0.149
"BIR","C",20,"H","F",17,0.186
"BIR","C",20,"H","F",18,0.165
"BIR","C",20,"H","F",19,0.169
"BIR","C",20,"H","F",20,0.176
"BIR","D",20,"H","F",1,0.17
"BIR","D",20,"H","F",2,0.173
"BIR","D",20,"H","F",3,0.226
"BIR","D",20,"H","F",4,0.178
"BIR","D",20,"H","F",5,0.2
"BIR","D",20,"H","F",6,0.152
"BIR","D",20,"H","F",7,0.142
"BIR","D",20,"H","F",8,0.194
"BIR","D",20,"H","F",9,0.168
"BIR","D",20,"H","F",10,0.145
"BIR","D",20,"H","F",11,0.144
"BIR","D",20,"H","F",12,0.174
"BIR","D",20,"H","F",13,0.18
"BIR","D",20,"H","F",14,0.178
"BIR","D",20,"H","F",15,0.198
"BIR","D",20,"H","F",16,0.161
"BIR","D",20,"H","F",17,0.13
"BIR","D",20,"H","F",18,0.174
"BIR","D",20,"H","F",19,0.152
"BIR","D",20,"H","F",20,0.152
"BIR","M",28,"H","F",1,0.122
"BIR","M",28,"H","F",2,0.133
"BIR","M",28,"H","F",3,0.119
"BIR","M",28,"H","F",4,0.159
"BIR","M",28,"H","F",5,0.126
"BIR","M",28,"H","F",6,0.139
"BIR","M",28,"H","F",7,0.104
"BIR","M",28,"H","F",8,0.12
"BIR","M",28,"H","F",9,0.128
"BIR","M",28,"H","F",10,0.144
"BIR","M",28,"H","F",11,0.115
"BIR","M",28,"H","F",12,0.118
"BIR","M",28,"H","F",13,0.128
"BIR","M",28,"H","F",14,0.117
"BIR","M",28,"H","F",15,0.137
"BIR","M",28,"H","F",16,0.102
"BIR","M",28,"H","F",17,0.136
"BIR","M",28,"H","F",18,
"BIR","M",28,"H","F",19,
"BIR","M",28,"H","F",20,
"BIR","M",24,"H","F",1,0.165
"BIR","M",24,"H","F",2,0.159
"BIR","M",24,"H","F",3,0.132
"BIR","M",24,"H","F",4,0.136
"BIR","M",24,"H","F",5,0.184
"BIR","M",24,"H","F",6,0.15
"BIR","M",24,"H","F",7,0.145
"BIR","M",24,"H","F",8,0.145
"BIR","M",24,"H","F",9,0.182
"BIR","M",24,"H","F",10,0.129
"BIR","M",24,"H","F",11,0.149
"BIR","M",24,"H","F",12,0.129
"BIR","M",24,"H","F",13,0.152
"BIR","M",24,"H","F",14,0.145
"BIR","M",24,"H","F",15,0.174
"BIR","M",24,"H","F",16,0.15
"BIR","M",24,"H","F",17,0.147
"BIR","M",24,"H","F",18,0.177
"BIR","M",24,"H","F",19,0.154
"BIR","M",24,"H","F",20,0.164
"BIR","M",20,"H","F",1,0.161
"BIR","M",20,"H","F",2,0.152
"BIR","M",20,"H","F",3,0.146
"BIR","M",20,"H","F",4,0.143
"BIR","M",20,"H","F",5,0.142
"BIR","M",20,"H","F",6,0.154
"BIR","M",20,"H","F",7,0.148
"BIR","M",20,"H","F",8,0.148
"BIR","M",20,"H","F",9,0.202
"BIR","M",20,"H","F",10,0.173
"BIR","M",20,"H","F",11,0.167
"BIR","M",20,"H","F",12,0.14
"BIR","M",20,"H","F",13,0.167
"BIR","M",20,"H","F",14,0.14
"BIR","M",20,"H","F",15,
"BIR","M",20,"H","F",16,
"BIR","M",20,"H","F",17,
"BIR","M",20,"H","F",18,
"BIR","M",20,"H","F",19,
"BIR","M",20,"H","F",20,
"PAL","A",28,"H","F",1,0.252
"PAL","A",28,"H","F",2,0.287
"PAL","A",28,"H","F",3,0.206
"PAL","A",28,"H","F",4,0.275
"PAL","A",28,"H","F",5,0.291
"PAL","A",28,"H","F",6,0.321
"PAL","A",28,"H","F",7,0.245
"PAL","A",28,"H","F",8,0.221
"PAL","A",28,"H","F",9,0.276
"PAL","A",28,"H","F",10,0.258
"PAL","A",28,"H","F",11,0.349
"PAL","A",28,"H","F",12,0.234
"PAL","A",28,"H","F",13,0.294
"PAL","A",28,"H","F",14,0.268
"PAL","A",28,"H","F",15,0.297
"PAL","A",28,"H","F",16,0.278
"PAL","A",28,"H","F",17,0.33
"PAL","A",28,"H","F",18,
"PAL","A",28,"H","F",19,
"PAL","A",28,"H","F",20,
"PAL","G",28,"H","F",1,0.274
"PAL","G",28,"H","F",2,0.328
"PAL","G",28,"H","F",3,0.306
"PAL","G",28,"H","F",4,0.287
"PAL","G",28,"H","F",5,0.33
"PAL","G",28,"H","F",6,0.302
"PAL","G",28,"H","F",7,0.29
"PAL","G",28,"H","F",8,0.309
"PAL","G",28,"H","F",9,0.277
"PAL","G",28,"H","F",10,0.309
"PAL","G",28,"H","F",11,0.272
"PAL","G",28,"H","F",12,0.246
"PAL","G",28,"H","F",13,0.251
"PAL","G",28,"H","F",14,0.283
"PAL","G",28,"H","F",15,0.28
"PAL","G",28,"H","F",16,0.26
"PAL","G",28,"H","F",17,0.148
"PAL","G",28,"H","F",18,0.184
"PAL","G",28,"H","F",19,
"PAL","G",28,"H","F",20,
"PAL","L",28,"H","F",1,0.299
"PAL","L",28,"H","F",2,0.295
"PAL","L",28,"H","F",3,0.267
"PAL","L",28,"H","F",4,0.289
"PAL","L",28,"H","F",5,0.259
"PAL","L",28,"H","F",6,0.283
"PAL","L",28,"H","F",7,0.308
"PAL","L",28,"H","F",8,0.301
"PAL","L",28,"H","F",9,0.333
"PAL","L",28,"H","F",10,0.314
"PAL","L",28,"H","F",11,0.3
"PAL","L",28,"H","F",12,0.297
"PAL","L",28,"H","F",13,0.295
"PAL","L",28,"H","F",14,0.315
"PAL","L",28,"H","F",15,0.3
"PAL","L",28,"H","F",16,0.286
"PAL","L",28,"H","F",17,0.257
"PAL","L",28,"H","F",18,0.291
"PAL","L",28,"H","F",19,0.329
"PAL","L",28,"H","F",20,
"PAL","C",28,"H","F",1,0.292
"PAL","C",28,"H","F",2,0.328
"PAL","C",28,"H","F",3,0.25
"PAL","C",28,"H","F",4,0.327
"PAL","C",28,"H","F",5,0.315
"PAL","C",28,"H","F",6,0.309
"PAL","C",28,"H","F",7,0.319
"PAL","C",28,"H","F",8,0.284
"PAL","C",28,"H","F",9,0.288
"PAL","C",28,"H","F",10,0.294
"PAL","C",28,"H","F",11,0.319
"PAL","C",28,"H","F",12,0.295
"PAL","C",28,"H","F",13,0.31
"PAL","C",28,"H","F",14,0.286
"PAL","C",28,"H","F",15,0.297
"PAL","C",28,"H","F",16,0.335
"PAL","C",28,"H","F",17,0.331
"PAL","C",28,"H","F",18,0.283
"PAL","C",28,"H","F",19,0.297
"PAL","C",28,"H","F",20,0.296
"PAL","D",28,"H","F",1,0.4
"PAL","D",28,"H","F",2,0.327
"PAL","D",28,"H","F",3,0.423
"PAL","D",28,"H","F",4,
"PAL","D",28,"H","F",5,
"PAL","D",28,"H","F",6,
"PAL","D",28,"H","F",7,
"PAL","D",28,"H","F",8,
"PAL","D",28,"H","F",9,
"PAL","D",28,"H","F",10,
"PAL","D",28,"H","F",11,
"PAL","D",28,"H","F",12,
"PAL","D",28,"H","F",13,
"PAL","D",28,"H","F",14,
"PAL","D",28,"H","F",15,
"PAL","D",28,"H","F",16,
"PAL","D",28,"H","F",17,
"PAL","D",28,"H","F",18,
"PAL","D",28,"H","F",19,
"PAL","D",28,"H","F",20,
"PAL","A",24,"H","F",1,0.269
"PAL","A",24,"H","F",2,0.501
"PAL","A",24,"H","F",3,0.49
"PAL","A",24,"H","F",4,0.385
"PAL","A",24,"H","F",5,0.327
"PAL","A",24,"H","F",6,0.376
"PAL","A",24,"H","F",7,0.25
"PAL","A",24,"H","F",8,0.487
"PAL","A",24,"H","F",9,0.282
"PAL","A",24,"H","F",10,0.343
"PAL","A",24,"H","F",11,0.508
"PAL","A",24,"H","F",12,0.556
"PAL","A",24,"H","F",13,0.393
"PAL","A",24,"H","F",14,0.552
"PAL","A",24,"H","F",15,0.554
"PAL","A",24,"H","F",16,0.555
"PAL","A",24,"H","F",17,0.361
"PAL","A",24,"H","F",18,0.52
"PAL","A",24,"H","F",19,0.348
"PAL","A",24,"H","F",20,
"PAL","G",24,"H","F",1,0.323
"PAL","G",24,"H","F",2,0.449
"PAL","G",24,"H","F",3,0.365
"PAL","G",24,"H","F",4,0.299
"PAL","G",24,"H","F",5,0.357
"PAL","G",24,"H","F",6,0.59
"PAL","G",24,"H","F",7,0.4
"PAL","G",24,"H","F",8,0.493
"PAL","G",24,"H","F",9,0.41
"PAL","G",24,"H","F",10,0.317
"PAL","G",24,"H","F",11,0.35
"PAL","G",24,"H","F",12,0.312
"PAL","G",24,"H","F",13,0.332
"PAL","G",24,"H","F",14,0.4
"PAL","G",24,"H","F",15,0.382
"PAL","G",24,"H","F",16,0.333
"PAL","G",24,"H","F",17,0.325
"PAL","G",24,"H","F",18,0.366
"PAL","G",24,"H","F",19,0.342
"PAL","G",24,"H","F",20,0.322
"PAL","L",24,"H","F",1,0.326
"PAL","L",24,"H","F",2,0.388
"PAL","L",24,"H","F",3,0.356
"PAL","L",24,"H","F",4,0.411
"PAL","L",24,"H","F",5,0.463
"PAL","L",24,"H","F",6,0.421
"PAL","L",24,"H","F",7,0.472
"PAL","L",24,"H","F",8,0.352
"PAL","L",24,"H","F",9,0.407
"PAL","L",24,"H","F",10,0.552
"PAL","L",24,"H","F",11,0.412
"PAL","L",24,"H","F",12,0.344
"PAL","L",24,"H","F",13,0.342
"PAL","L",24,"H","F",14,0.337
"PAL","L",24,"H","F",15,0.538
"PAL","L",24,"H","F",16,0.538
"PAL","L",24,"H","F",17,0.417
"PAL","L",24,"H","F",18,0.315
"PAL","L",24,"H","F",19,0.341
"PAL","L",24,"H","F",20,0.42
"PAL","C",24,"H","F",1,0.459
"PAL","C",24,"H","F",2,0.492
"PAL","C",24,"H","F",3,0.492
"PAL","C",24,"H","F",4,0.386
"PAL","C",24,"H","F",5,0.413
"PAL","C",24,"H","F",6,0.35
"PAL","C",24,"H","F",7,0.483
"PAL","C",24,"H","F",8,0.411
"PAL","C",24,"H","F",9,0.4
"PAL","C",24,"H","F",10,0.361
"PAL","C",24,"H","F",11,0.522
"PAL","C",24,"H","F",12,0.41
"PAL","C",24,"H","F",13,0.392
"PAL","C",24,"H","F",14,0.45
"PAL","C",24,"H","F",15,0.496
"PAL","C",24,"H","F",16,0.457
"PAL","C",24,"H","F",17,0.354
"PAL","C",24,"H","F",18,0.392
"PAL","C",24,"H","F",19,0.361
"PAL","C",24,"H","F",20,0.344
"PAL","D",24,"H","F",1,0.406
"PAL","D",24,"H","F",2,0.412
"PAL","D",24,"H","F",3,0.403
"PAL","D",24,"H","F",4,0.385
"PAL","D",24,"H","F",5,0.411
"PAL","D",24,"H","F",6,0.365
"PAL","D",24,"H","F",7,0.38
"PAL","D",24,"H","F",8,0.413
"PAL","D",24,"H","F",9,0.386
"PAL","D",24,"H","F",10,0.392
"PAL","D",24,"H","F",11,0.41
"PAL","D",24,"H","F",12,0.349
"PAL","D",24,"H","F",13,0.412
"PAL","D",24,"H","F",14,0.427
"PAL","D",24,"H","F",15,0.376
"PAL","D",24,"H","F",16,0.398
"PAL","D",24,"H","F",17,0.44
"PAL","D",24,"H","F",18,0.436
"PAL","D",24,"H","F",19,0.362
"PAL","D",24,"H","F",20,0.394
"PAL","A",20,"H","F",1,0.417
"PAL","A",20,"H","F",2,0.345
"PAL","A",20,"H","F",3,0.37
"PAL","A",20,"H","F",4,0.487
"PAL","A",20,"H","F",5,0.524
"PAL","A",20,"H","F",6,0.499
"PAL","A",20,"H","F",7,0.387
"PAL","A",20,"H","F",8,0.367
"PAL","A",20,"H","F",9,0.359
"PAL","A",20,"H","F",10,0.5
"PAL","A",20,"H","F",11,0.415
"PAL","A",20,"H","F",12,0.448
"PAL","A",20,"H","F",13,0.391
"PAL","A",20,"H","F",14,0.471
"PAL","A",20,"H","F",15,0.39
"PAL","A",20,"H","F",16,0.438
"PAL","A",20,"H","F",17,0.421
"PAL","A",20,"H","F",18,0.35
"PAL","A",20,"H","F",19,0.306
"PAL","A",20,"H","F",20,0.407
"PAL","G",20,"H","F",1,0.36
"PAL","G",20,"H","F",2,0.378
"PAL","G",20,"H","F",3,0.422
"PAL","G",20,"H","F",4,0.329
"PAL","G",20,"H","F",5,0.476
"PAL","G",20,"H","F",6,0.276
"PAL","G",20,"H","F",7,0.374
"PAL","G",20,"H","F",8,0.347
"PAL","G",20,"H","F",9,0.339
"PAL","G",20,"H","F",10,0.456
"PAL","G",20,"H","F",11,0.344
"PAL","G",20,"H","F",12,0.297
"PAL","G",20,"H","F",13,0.438
"PAL","G",20,"H","F",14,0.38
"PAL","G",20,"H","F",15,0.46
"PAL","G",20,"H","F",16,0.395
"PAL","G",20,"H","F",17,0.47
"PAL","G",20,"H","F",18,0.383
"PAL","G",20,"H","F",19,0.399
"PAL","G",20,"H","F",20,0.447
"PAL","L",20,"H","F",1,0.348
"PAL","L",20,"H","F",2,0.368
"PAL","L",20,"H","F",3,0.314
"PAL","L",20,"H","F",4,0.37
"PAL","L",20,"H","F",5,0.438
"PAL","L",20,"H","F",6,0.489
"PAL","L",20,"H","F",7,0.368
"PAL","L",20,"H","F",8,0.45
"PAL","L",20,"H","F",9,0.362
"PAL","L",20,"H","F",10,0.323
"PAL","L",20,"H","F",11,0.395
"PAL","L",20,"H","F",12,0.469
"PAL","L",20,"H","F",13,0.293
"PAL","L",20,"H","F",14,0.303
"PAL","L",20,"H","F",15,0.386
"PAL","L",20,"H","F",16,0.354
"PAL","L",20,"H","F",17,
"PAL","L",20,"H","F",18,
"PAL","L",20,"H","F",19,
"PAL","L",20,"H","F",20,
"PAL","C",20,"H","F",1,0.369
"PAL","C",20,"H","F",2,0.423
"PAL","C",20,"H","F",3,0.407
"PAL","C",20,"H","F",4,0.454
"PAL","C",20,"H","F",5,0.422
"PAL","C",20,"H","F",6,0.433
"PAL","C",20,"H","F",7,0.54
"PAL","C",20,"H","F",8,0.433
"PAL","C",20,"H","F",9,0.443
"PAL","C",20,"H","F",10,0.396
"PAL","C",20,"H","F",11,0.454
"PAL","C",20,"H","F",12,0.367
"PAL","C",20,"H","F",13,0.412
"PAL","C",20,"H","F",14,0.492
"PAL","C",20,"H","F",15,0.483
"PAL","C",20,"H","F",16,0.505
"PAL","C",20,"H","F",17,0.39
"PAL","C",20,"H","F",18,0.44
"PAL","C",20,"H","F",19,0.448
"PAL","C",20,"H","F",20,0.413
"PAL","D",20,"H","F",1,0.559
"PAL","D",20,"H","F",2,0.431
"PAL","D",20,"H","F",3,0.431
"PAL","D",20,"H","F",4,0.417
"PAL","D",20,"H","F",5,0.519
"PAL","D",20,"H","F",6,0.477
"PAL","D",20,"H","F",7,0.599
"PAL","D",20,"H","F",8,0.432
"PAL","D",20,"H","F",9,0.56
"PAL","D",20,"H","F",10,0.457
"PAL","D",20,"H","F",11,0.4
"PAL","D",20,"H","F",12,0.512
"PAL","D",20,"H","F",13,0.527
"PAL","D",20,"H","F",14,0.542
"PAL","D",20,"H","F",15,0.526
"PAL","D",20,"H","F",16,0.509
"PAL","D",20,"H","F",17,0.433
"PAL","D",20,"H","F",18,0.405
"PAL","D",20,"H","F",19,0.436
"PAL","D",20,"H","F",20,0.413
"PAL","M",28,"H","F",1,0.29
"PAL","M",28,"H","F",2,0.234
"PAL","M",28,"H","F",3,0.246
"PAL","M",28,"H","F",4,0.305
"PAL","M",28,"H","F",5,0.292
"PAL","M",28,"H","F",6,0.27
"PAL","M",28,"H","F",7,
"PAL","M",28,"H","F",8,
"PAL","M",28,"H","F",9,
"PAL","M",28,"H","F",10,
"PAL","M",28,"H","F",11,
"PAL","M",28,"H","F",12,
"PAL","M",28,"H","F",13,
"PAL","M",28,"H","F",14,
"PAL","M",28,"H","F",15,
"PAL","M",28,"H","F",16,
"PAL","M",28,"H","F",17,
"PAL","M",28,"H","F",18,
"PAL","M",28,"H","F",19,
"PAL","M",28,"H","F",20,
"PAL","M",24,"H","F",1,0.346
"PAL","M",24,"H","F",2,0.352
"PAL","M",24,"H","F",3,0.558
"PAL","M",24,"H","F",4,0.326
"PAL","M",24,"H","F",5,0.433
"PAL","M",24,"H","F",6,0.278
"PAL","M",24,"H","F",7,0.375
"PAL","M",24,"H","F",8,0.274
"PAL","M",24,"H","F",9,0.343
"PAL","M",24,"H","F",10,0.351
"PAL","M",24,"H","F",11,0.334
"PAL","M",24,"H","F",12,0.362
"PAL","M",24,"H","F",13,0.351
"PAL","M",24,"H","F",14,0.288
"PAL","M",24,"H","F",15,0.516
"PAL","M",24,"H","F",16,0.43
"PAL","M",24,"H","F",17,
"PAL","M",24,"H","F",18,
"PAL","M",24,"H","F",19,
"PAL","M",24,"H","F",20,
"PAL","M",20,"H","F",1,0.414
"PAL","M",20,"H","F",2,0.443
"PAL","M",20,"H","F",3,0.441
"PAL","M",20,"H","F",4,0.301
"PAL","M",20,"H","F",5,0.487
"PAL","M",20,"H","F",6,0.401
"PAL","M",20,"H","F",7,0.552
"PAL","M",20,"H","F",8,0.361
"PAL","M",20,"H","F",9,0.304
"PAL","M",20,"H","F",10,0.305
"PAL","M",20,"H","F",11,0.449
"PAL","M",20,"H","F",12,0.49
"PAL","M",20,"H","F",13,0.363
"PAL","M",20,"H","F",14,
"PAL","M",20,"H","F",15,
"PAL","M",20,"H","F",16,
"PAL","M",20,"H","F",17,
"PAL","M",20,"H","F",18,
"PAL","M",20,"H","F",19,
"PAL","M",20,"H","F",20,
"PSA","A",28,"H","F",1,0.159
"PSA","A",28,"H","F",2,0.131
"PSA","A",28,"H","F",3,0.142
"PSA","A",28,"H","F",4,0.145
"PSA","A",28,"H","F",5,0.154
"PSA","A",28,"H","F",6,0.142
"PSA","A",28,"H","F",7,0.16
"PSA","A",28,"H","F",8,0.158
"PSA","A",28,"H","F",9,0.14
"PSA","A",28,"H","F",10,0.149
"PSA","A",28,"H","F",11,0.145
"PSA","A",28,"H","F",12,0.135
"PSA","A",28,"H","F",13,0.141
"PSA","A",28,"H","F",14,0.145
"PSA","A",28,"H","F",15,0.145
"PSA","A",28,"H","F",16,0.121
"PSA","A",28,"H","F",17,0.157
"PSA","A",28,"H","F",18,0.223
"PSA","A",28,"H","F",19,0.149
"PSA","A",28,"H","F",20,0.127
"PSA","G",28,"H","F",1,0.104
"PSA","G",28,"H","F",2,0.123
"PSA","G",28,"H","F",3,0.132
"PSA","G",28,"H","F",4,0.114
"PSA","G",28,"H","F",5,0.134
"PSA","G",28,"H","F",6,0.139
"PSA","G",28,"H","F",7,0.113
"PSA","G",28,"H","F",8,0.12
"PSA","G",28,"H","F",9,0.116
"PSA","G",28,"H","F",10,0.174
"PSA","G",28,"H","F",11,0.116
"PSA","G",28,"H","F",12,0.109
"PSA","G",28,"H","F",13,0.111
"PSA","G",28,"H","F",14,0.131
"PSA","G",28,"H","F",15,0.122
"PSA","G",28,"H","F",16,0.123
"PSA","G",28,"H","F",17,0.133
"PSA","G",28,"H","F",18,0.11
"PSA","G",28,"H","F",19,0.123
"PSA","G",28,"H","F",20,0.146
"PSA","L",28,"H","F",1,0.152
"PSA","L",28,"H","F",2,0.143
"PSA","L",28,"H","F",3,0.159
"PSA","L",28,"H","F",4,0.088
"PSA","L",28,"H","F",5,0.137
"PSA","L",28,"H","F",6,0.131
"PSA","L",28,"H","F",7,0.178
"PSA","L",28,"H","F",8,0.123
"PSA","L",28,"H","F",9,0.142
"PSA","L",28,"H","F",10,0.136
"PSA","L",28,"H","F",11,0.148
"PSA","L",28,"H","F",12,0.168
"PSA","L",28,"H","F",13,0.169
"PSA","L",28,"H","F",14,0.125
"PSA","L",28,"H","F",15,0.143
"PSA","L",28,"H","F",16,0.157
"PSA","L",28,"H","F",17,0.13
"PSA","L",28,"H","F",18,0.148
"PSA","L",28,"H","F",19,0.138
"PSA","L",28,"H","F",20,0.132
"PSA","C",28,"H","F",1,0.134
"PSA","C",28,"H","F",2,0.136
"PSA","C",28,"H","F",3,0.158
"PSA","C",28,"H","F",4,0.156
"PSA","C",28,"H","F",5,0.141
"PSA","C",28,"H","F",6,0.131
"PSA","C",28,"H","F",7,0.131
"PSA","C",28,"H","F",8,0.183
"PSA","C",28,"H","F",9,0.142
"PSA","C",28,"H","F",10,0.139
"PSA","C",28,"H","F",11,0.148
"PSA","C",28,"H","F",12,0.132
"PSA","C",28,"H","F",13,0.144
"PSA","C",28,"H","F",14,0.144
"PSA","C",28,"H","F",15,0.131
"PSA","C",28,"H","F",16,0.141
"PSA","C",28,"H","F",17,0.185
"PSA","C",28,"H","F",18,0.183
"PSA","C",28,"H","F",19,0.172
"PSA","C",28,"H","F",20,0.131
"PSA","D",28,"H","F",1,0.142
"PSA","D",28,"H","F",2,0.138
"PSA","D",28,"H","F",3,0.145
